backend,rows,cols,generations,threads,block,shared,wrap,kernel_ms,wall_ms,mcells_kernel,mcells_wall
cuda,2048,2048,40,1,512,1,0,12.55839995,12.927252,13359.35794,12978.17665
cuda,4096,4096,20,1,32,0,0,28.03180814,28.249082,11970.12759,11878.06103
cuda,4096,4096,20,1,32,0,0,23.73215997,23.947782,14138.80238,14011.49885
cuda,4096,4096,20,1,32,0,0,21.4666239,21.699463,15630.97772,15463.25455
cuda,4096,4096,20,1,32,0,0,18.33571196,18.549062,18300.04315,18089.5573
cuda,4096,4096,20,1,32,0,0,27.12953591,27.353174,12368.22926,12267.10728
cuda,4096,4096,20,1,32,1,0,73.32735991,73.554603,4575.977103,4561.839862
cuda,4096,4096,20,1,32,1,0,71.764256,71.988476,4675.646885,4661.08381
cuda,4096,4096,20,1,32,1,0,72.98361588,73.208768,4597.529404,4583.389793
cuda,4096,4096,20,1,32,1,0,73.3279357,73.561422,4575.941172,4561.416988
cuda,4096,4096,20,1,32,1,0,72.56364822,72.809561,4624.137956,4608.520027
cuda,4096,4096,20,1,64,0,0,13.25100803,13.471172,25322.17316,24908.32423
cuda,4096,4096,20,1,64,0,0,12.57712007,12.813813,26678.94703,26186.14147
cuda,4096,4096,20,1,64,0,0,13.3559041,13.579562,25123.29509,24709.50978
cuda,4096,4096,20,1,64,0,0,13.03827202,13.255624,25735.33666,25313.3553
cuda,4096,4096,20,1,64,0,0,12.78873593,13.00756,26237.48914,25796.10011
cuda,4096,4096,20,1,64,1,0,27.50060785,27.719716,12201.34194,12104.89747
cuda,4096,4096,20,1,64,1,0,29.54694378,29.768731,11356.31226,11271.70386
cuda,4096,4096,20,1,64,1,0,29.97558415,30.212777,11193.92097,11106.04034
cuda,4096,4096,20,1,64,1,0,29.98550391,30.206288,11190.21781,11108.42617
cuda,4096,4096,20,1,64,1,0,29.98403168,30.20534,11190.76726,11108.77481
cuda,4096,4096,20,1,128,0,0,13.36796802,13.580127,25100.62258,24708.48174
cuda,4096,4096,20,1,128,0,0,11.52259219,11.733164,29120.55851,28597.93999
cuda,4096,4096,20,1,128,0,0,11.25180793,11.46804,29821.36934,29259.08176
cuda,4096,4096,20,1,128,0,0,13.62143993,13.836052,24633.54254,24251.44976
cuda,4096,4096,20,1,128,0,0,13.67827201,13.893086,24531.19223,24151.89253
cuda,4096,4096,20,1,128,1,0,26.12819207,26.35146,12842.2326,12733.42426
cuda,4096,4096,20,1,128,1,0,26.14128017,26.362302,12835.8029,12728.18739
cuda,4096,4096,20,1,128,1,0,26.12985623,26.34768,12841.4147,12735.25107
cuda,4096,4096,20,1,128,1,0,23.15907156,23.371226,14488.67754,14357.15525
cuda,4096,4096,20,1,128,1,0,22.80895984,23.023348,14711.07505,14574.08888
cuda,4096,4096,20,1,256,0,0,15.224352,15.439881,22039.97385,21732.31257
cuda,4096,4096,20,1,256,0,0,15.22108799,15.442944,22044.7001,21728.00212
cuda,4096,4096,20,1,256,0,0,14.88643199,15.105297,22540.2783,22213.6857
cuda,4096,4096,20,1,256,0,0,14.26835203,14.480333,23516.68358,23172.41737
cuda,4096,4096,20,1,256,0,0,13.09401602,13.304834,25625.7759,25219.72991
cuda,4096,4096,20,1,256,1,0,26.97535992,27.195399,12438.91911,12338.27531
cuda,4096,4096,20,1,256,1,0,26.97619212,27.191907,12438.53538,12339.8598
cuda,4096,4096,20,1,256,1,0,25.19472015,25.420302,13318.04116,13199.85577
